NatEmis,ProvinceCD,Province,Institution,Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,Latitude,Longitude,GISSource1,DRD_Code,DRD_DistanceMoved_Metres,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
700700230,7,GT,ALRA PARK PRE SCHOOL,ALRA PARK PRE SCHOOL,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,GAUTENG EAST,NOT APPLICABLE,,,,,,,,TO BE UPDATED,,BEREA,JOHANNESBURG,,,,,,TO BE UPDATED,,0114845646,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
973304308,9,LP,ALUSANI COMMUNITY CRECHE,ALUSANI COMMUNITY,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,305,,STAND,305  STAND,MANDOMBIDZHA  SINTHUMULE,,SINTHUMULE,0939,"305  STAND,MANDOMBIDZHA  SINTHUMULE,,SINTHUMULE,0939",P.O.BOX 16,SINTHUMULE,0939,"P.O.BOX 16,SINTHUMULE,0939",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,80,4,,,,,,,,,,,
973301324,9,LP,ALUSANI TSHIKONELO CRECHE,ALUSANI TSHIKONELO,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,MALAMULELE NORTH EAST,,,THE,MANAGER,,TSHIKONELO,VILLAGE,TSHIKONELO VILLAGE,MALAMULELE,,,982,"TSHIKONELO VILLAGE,MALAMULELE,982",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,228,6,,,,,,,,,0,,
973302102,9,LP,ALUSANI TSHITAVHA,ALUSANI TSHITAVHA,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,TSHITAVHA/SAMBANDOU,,TSHITAVHA/SAMBANDOU,MAKONNE,,,0984,"TSHITAVHA/SAMBANDOU ,MAKONNE,0984",P.O.BOX 346,SIBASA,0984,"P.O.BOX 346,SIBASA,0984",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
973304512,9,LP,ALUWANI MANYII CRECHE,ALUWANI MANYII,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,SOUTPANSBERG WEST,,,THE,MANAGER,,,,TO BE UPDATED,MANYII,,,,"MANYII,",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,80,4,,,,,,,,,0,,
973305205,9,LP,ALUWANI PRE-PRIMARY,ALUWANI,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
973306324,9,LP,ALUWANI TSHITUNGULWANE DAY CARE,ALUWANI TSHITUNGULWANE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,VHURONGA 1,,,THE,MANAGER,,TSHITULWANE,VILLAGE,TSHITULWANE VILLAGE,TSHITULWANE,,,952,"TSHITULWANE VILLAGE,TSHITULWANE,952",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,207,6,,,,,,,,,0,,
200801113,2,EC,AMANDLA PRESCHOOL,AMANDLA,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,C,FORT BEAUFORT,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,P.O.BOX 843,FORT BEAUFORT,5720,"P.O.BOX 843,FORT BEAUFORT,5720",,0827930671,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/03/2007,,,,,,,,,,,,,,250,4,,,,,,,,,,,
975504515,9,LP,AMOGELANG  DAY CARE CENTRE,AMOGELANG,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,THABINA,,,THE,MANAGER,,,,TO BE UPDATED,,,,890,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,80,4,,,,,,,,,0,,
700700470,7,GT,AMOGELANG DAY CARE CENTRE (SOSHANGUVE),AMOGELANG DAY CARE CENTRE (SOSHANGUVE),OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,,,,2521,,,BLOCK P,SOSHANGUVE,AKASIA,TSHWANE,152,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
700700471,7,GT,AMOGELANG DAY CARE CENTRE (STINKWATER),AMOGELANG DAY CARE CENTRE (STINKWATER),OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,,,,27,,,REFENTSE EXTENSION,TEMBA,HARMANSKRAAL,TSHWANE,407,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,13/01/2001,,,,,,,,,,,,,,,,,,,,,,,,,,
700700312,7,GT,AMOHELANG DAY CARE,AMOHELANG DAY CARE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,EKURHULENI SOUTH,NOT APPLICABLE,,,,,6761,,,MALEFETSE STREET,THOKOZA,ALBERTON,EKURHULENI,1426,,P.O.BOX 6761,THOKOZA,1426,TO BE UPDATED,0119056020,0799726785,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
972202202,9,LP,AMOS MAHLOANA PRE SCHOOL,AMOS MAHLOANA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,MOGOSHI,,,THE,MANAGER,,PHOFFU,,PHOFFU,POLOKWANE,,,746,"PHOFFU ,POLOKWANE,746",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,351,6,,,,,,,,,0,,
973301316,9,LP,AMUKELANI DAY CARE CENTRE,AMUKELANI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,MALAMULELE NORTH EAST,,,THE,MANAGER,,,,TO BE UPDATED,MALAMULELE,,,,"MALAMULELE,",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,52,4,,,,,,,,,0,,
800035147,8,MP,AMUKELANI PRE-PRIMARY,AMUKELANI,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC32,EHLANZENI DISTRICT MUNICIPALITY,MP325,BUSHBUCKRIDGE LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,BOHLABELA,NOT APPLICABLE,THULAMAHASHE,,TO BE UPDATED,THE,MANAGER,,THULAMAHASHE,,THULAMAHASHE,,,"THULAMAHASHE,",,"THULAMAHASHE,THULAMAHASHE,,",P.O.BOX 165,THULAMAHASHE,1365,"P.O.BOX 165,THULAMAHASHE,1365",0130137336121,0820464078,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
600102418,6,NW,AMUSANG,AMUSANG,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),80101,80101,TO BE UPDATED,99,NOT APPLICABLE,27.29924,-25.38578,NEIMS 2007,-25.38578,27.29924,NEIMS 2007,D,,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,63703025,25,TO BE UPDATED,TO BE UPDATED,BOJANALA,RUSTENBURG,RUSTENBURG,,TO BE UPDATED,M. M,TAWANA,1656,,,1656,KANANA,KANANA,RUSTENBURG,300,"1656 ,KANANA,RUSTENBURG,0300",P.O.BOX 6280,RUSTENBURG,0300,"P.O.BOX 6280,RUSTENBURG,0300",0835460925,0835460925,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
600102419,6,NW,ANDRIES MOSEKI,ANDRIES MOSEKI,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960669,960669,TO BE UPDATED,99,NOT APPLICABLE,26.0204,-24.80269,NEIMS 2007,-24.80269,26.0204,NEIMS 2007,D,,7,LEHURUTSHE,DC38,CENTRAL DISTRICT MUNICIPALITY,NW385,RAMOTSHERE MOILOA LOCAL MUNICIPALITY,63805001,99,61004001,KWA- NTSWENG,NGAKA MODIRI MOLEMA,ZEERUST,ZEERUST,,TO BE UPDATED,D,KGORI,,LEKGOPHUNG,VILLAGE,LEKGOPHUNG VILLAGE,LEKGOPHUNG,LEKGOPHUNG ZEERUST,LEKGOPHUNGNIETVERDIEND,2884,"LEKGOPHUNG VILLAGE,LEKGOPHUNG,LEKGOPHUNG ZEERUST,LEKGOPHUNGNIETVERDIEND,2884",P.O.BOX 3068,LEKGOPHUNG,2884,"P.O.BOX 3068,LEKGOPHUNG,2884",0731657966,0832383344,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
971101414,9,LP,ANDRONICA MOKGAETSI PRE-PRIMARY,ANDRONICA MOKGAETSI,OPEN,CLOSED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
700700313,7,GT,ANGEL OF GOD,ANGEL OF GOD,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,EKURHULENI SOUTH,NOT APPLICABLE,,,,,2844,,,MOLELEKI EXT2,KATLEHONG,GERMISTON,EKURHULENI,1431,,P.O.BOX 2844,KATLEHONG,1431,TO BE UPDATED,0763521341,0763521341,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
800035178,8,MP,ANGELO MATORDES PRE-PRIMARY,ANGELO MATORDES,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,854409,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,NEBO,DC32,EHLANZENI DISTRICT MUNICIPALITY,MP325,BUSHBUCKRIDGE LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,BOHLABELA,NOT APPLICABLE,XIMHUNGWE,,TO BE UPDATED,THE,MANAGER,,SOMERSET,TRUST,SOMERSET TRUST,,XIMHUNGWE,,1281,"SOMERSET TRUST,,XIMHUNGWE,,1281",P.O.BOX 1281,XIMHUNGWE,1281,"P.O.BOX 1281,XIMHUNGWE,1281",,0835524812,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
973304212,9,LP,ANGLES FROM HEAVEN DAY CAR CENTRE,ANGLES FROM HEAVEN,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NZHELELE WEST,,,THE,MANAGER,,PFANO,BLOCK,PFANO BLOCK,PFANO,,,955,"PFANO BLOCK,PFANO,955",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,58,4,,,,,,,,,0,,
972201503,9,LP,APADIFELE PRE-SCHOOL,APADIFELE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,BLOUBERG MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,GA-MASHALANE,VILLAGE,GA-MASHALANE VILLAGE,,,SENWABARWANA,,"GA-MASHALANE VILLAGE,SENWABARWANA,",P.O.BOX 703,SENWABARWANA,0790,"P.O.BOX 703,SENWABARWANA,0790",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,208,4,,,,,,,,,,,
976606504,9,LP,APARANG DAY CARE,APARANG,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,MOUTSE CENTRAL,,,THE,MANAGER,1880,SIYABUSWA,LOCATION,1880 SIYABUSWA LOCATION,SIYABUSWA,,,1030,"1880 SIYABUSWA LOCATION,SIYABUSWA,1030",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,40,6,2,,,,,,,,0,,
976606805,9,LP,AQUAVILLE PRE SCHOOL,AQUAVILLE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,GROBLERSDAL,,,THE,MANAGER,,,,TO BE UPDATED,GROBLERSDAL,,,470,"GROBLERSDAL,470",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,22,2,,,,,,,,,0,,
500103452,5,KZ,ARBOR PARK PP,ARBOR PARK,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,29.94908,-27.7696,GEOCODE 2010 GOOGLE EARTH,-27.7696,29.94908,GEOCODE 2010 GOOGLE EARTH,D,,TO BE UPDA,TO BE UPDATED,DC25,AMAJUBA DISTRICT MUNICIPALITY,KZN252,NEWCASTLE LOCAL MUNICIPALITY,52502025,25,TO BE UPDATED,TO BE UPDATED,UKHAHLAMBA,AMAJUBA,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,102,ELM,STREET,102 ELM STREET,,VLAM,NEWCASTLE,2940,"102 ELM STREET,VLAM,NEWCASTLE,2940",P.O.BOX 1173,NEWCASTLE,2940,"P.O.BOX 1173,NEWCASTLE,2940",0343154444,0836609675,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
