NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,LURITS_Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,GISSource1,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,GIS_InCorrect1,LongDIFF,LatDIFF,LongDIFFYN,LatDIFFYN,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
441610264,441610264,4,FS,TWEELING C/S,TWEELING,TWEELING C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),129223,180006,6400,3201031,TWEELING HIGH SCHOOL,28.518693,-27.553294,FSED 2007,99,DRD 2012,-27.5541311967,28.5208499303,,M,253,,0,0,0,0,214,FRANKFORT,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS205,MAFUBE LOCAL MUNICIPALITY,42005008,8,42003002,TWEELING,NOT APPLICABLE,FEZILE DABI,CIRCUIT 10,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,IS,BAM,49,PIET RETIEF,STREET,49 PIET RETIEF STREET,,,TWEELING,9820,"49 PIET RETIEF STREET,TWEELING,",P.O.BOX 54,TWEELING,9820,"P.O.BOX 54,TWEELING,9820",0588810301,0825777618,Urban,YES,ABCDE,2,N,NOT APPLICABLE,NOT APPLICABLE,,YES,,,,NOT MOVED,TO BE UPDATED,FS,FS,441610264,441610264,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS41610264,0,TO BE UPDATED,TO BE UPDATED,626,19,559,19,553,18,552,19,,555,20,,598,21,,573,20,34,,,,,47,19,66,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
441207290,441207290,4,FS,UNICOM AS/S,UNICOM A,UNICOM AS/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,AGRICULTURE,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),126576,180002,7441,3173028,TO BE UPDATED,27.050697,-29.178887,FSED 2007,99,FSED 2007,-29.178887,27.050697,,U,0,,0,0,0,0,360,EXCELSIOR,DC17,MOTHEO DISTRICT MUNICIPALITY,FS173,MANTSOPA LOCAL MUNICIPALITY,41703008,8,40607002,EXCELSIOR NU,NOT APPLICABLE,MOTHEO,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,LP,MARITI,,TWEESPRUIT,FARM,UNICOM ESTATE,TWEESPRUIT,TWEESPRUIT,TWEESPRUIT,9770,"TWEESPRUIT FARM,TWEESPRUIT,",P.O.BOX 36,TWEESPRUIT,9770,"P.O.BOX 36,TWEESPRUIT,9770",0519630013,0834684781,Urban,YES,ABCDE,4,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,0,NOT MOVED,TO BE UPDATED,FS,FS,441207290,441207290,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS41207290,0,TO BE UPDATED,TO BE UPDATED,718,30,696,28,686,30,680,28,,746,29,,756,30,,743,30,,,,,,10,4,14,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
441207301,441207301,4,FS,UNICOM P/S,UNICOM,UNICOM P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),126576,180010,7485,99,TO BE UPDATED,27.055123,-29.186851,FSED 2007,99,DRD 2012,-29.1875331215,27.0571927222,,M,240,,0,0,0,0,360,EXCELSIOR,DC17,MOTHEO DISTRICT MUNICIPALITY,FS173,MANTSOPA LOCAL MUNICIPALITY,41703001,99,40607002,EXCELSIOR NU,NOT APPLICABLE,MOTHEO,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,EC,VON MOLLENDORF,,LANDBOUSKOOL,FARM,UNICOM ESTATE,TWEESPRUIT,TWEESPRUIT,TWEESPRUIT,9770,"LANDBOUSKOOL FARM,TWEESPRUIT,",P.O.BOX 253,TWEESPRUIT,9770,"P.O.BOX 253,TWEESPRUIT,9770",0519630059,0825724493,Urban,YES,ABCDE,4,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,1,NOT MOVED,TO BE UPDATED,FS,FS,441207301,441207301,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS41207301,0,TO BE UPDATED,TO BE UPDATED,939,29,955,27,870,30,789,30,,827,29,,859,27,,887,27,32,,,,,29,33,62,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
444712081,444712081,4,FS,UNITAS CS/S,UNITAS C,UNITAS CS/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),131227,180034,4772,3182054,UNITAS,26.747296,-27.973745,FSED 2007,99,FSED 2007,-27.973745,26.747296,,O,0,,0,0,0,0,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804027,27,41022003,DORING,NOT APPLICABLE,LEJWELEPUTSWA,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,JT,SOETSANG,,VOLKS,ROAD,CNR OF VOLKS & ARRARAT ROAD,DOORN,DOORN,WELKOM,9460,"VOLKS ROAD,DAGBREEK,WELKOM,9460",PRIVATE BAG X32,WELKOM,9460,"PRIVATE BAG X32,WELKOM,9460",05735242667,0836469947,Urban,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,0,NOT MOVED,TO BE UPDATED,FS,FS,444712081,444712081,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS44712081,0,TO BE UPDATED,TO BE UPDATED,1171,41,1131,42,1104,43,970,42,,1084,46,,1080,48,,1100,44,,,,,,18,14,32,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
440303245,440303245,4,FS,UNITY P/S,UNITY,UNITY P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),122543,840303,4177,99,TO BE UPDATED,26.238265,-29.198969,FSED 2007,99,FSED 2007,-29.198969,26.238265,,U,0,,0,0,0,0,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702010,10,40504017,KAGISANONG,NOT APPLICABLE,MOTHEO,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,J.J,MOKOENA,18460,PHASE - TAU,STREET,18460 MORENG MOKHELE STR,PHASE 2,PHASE 2,BLOEMFONTEIN,9323,"18460 PHASE - TAU STREET,ROCKLANDS,BLOEMFONTEIN,9309",P.O.BOX 23060,KAGISANONG,9309,"P.O.BOX 23060,KAGISANONG,9309",0515290400,0843639772,Urban,NO,NONE,3,N,NOT APPLICABLE,NOT APPLICABLE,,YES,,,,NOT MOVED,TO BE UPDATED,FS,FS,440303245,440303245,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS40303245,0,TO BE UPDATED,TO BE UPDATED,1105,33,1148,33,1208,13,1246,35,,1207,37,,1210,37,,1444,37,70,,,,,9,7,16,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
443611170,443611170,4,FS,VAAL CHRISTIAN CI/S,VAAL CHRISTIAN C,VAAL CHRISTIAN C/S,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,INDEPENDENT,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3201032,VAAL CHRISTIAN SCHOOL,27.927701,-26.744501,FSED 2007,99,DRD 2012,-26.7408926895,27.9283309457,,M,361,,,,,,329,SASOLBURG,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS204,METSIMAHOLO LOCAL MUNICIPALITY,42004018,18,41901000,BERTHA VILLAGE SP,NOT APPLICABLE,FEZILE DABI,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,JA,FOURIE,,CORNER QUARRY AND JABULA,STREET,OLD VAAL POWER STATION,R716 DENEYSVILLE ROAD,R716 DENEYSVILLE ROAD,VILJOENSDRIFT,9580,"CORNER QUARRY AND JABULA STREET,VAAL TOWNSHIP,VILJOENSDRIFT,1930",P.O.BOX 2435,VEREENIGING,1930,"P.O.BOX 2435,VEREENIGING,1930",0164572010,0829297500,Urban,NO,NONE,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,,,,,,NOT MOVED,TO BE UPDATED,FS,FS,443611170,443611170,YES,TO BE UPDATED,04/03/2008,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,830,38,735,37,758,35,840,34,,926,38,,885,44,,901,42,23,,,,,224,144,368,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
441610265,441610265,4,FS,VILLIERS C/S,VILLIERS,VILLIERS C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),129224,191312,6811,3201034,VILLIERS C/S,28.600703,-27.026327,FSED 2007,99,FSED 2007,-27.026327,28.600703,,U,0,,0,0,0,0,214,FRANKFORT,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS205,MAFUBE LOCAL MUNICIPALITY,42005004,4,42008001,VILLIERS CBD,NOT APPLICABLE,FEZILE DABI,CIRCUIT 22,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,D,JOUBERT,40,LOMBARD,STREET,LOMBAARDSTRAAT,,,VILLIERS,9840,"40 LOMBARD STREET,VILLIERS,9840",P.O.BOX 68,VILLIERS,9840,"P.O.BOX 68,VILLIERS,9840",0588210024,0833841107,Urban,YES,ABCDE,4,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,1,NOT MOVED,TO BE UPDATED,FS,FS,441610265,441610265,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS41610265,0,TO BE UPDATED,TO BE UPDATED,212,18,246,15,218,16,233,17,,209,17,,197,16,,204,17,26,,,,,8,3,11,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
440101268,440101268,4,FS,VOORTREKKER S/S,VOORTREKKER,VOORTREKKER S/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),120232,191204,8903,3191040,VOORTREKKER HIGH SCHOOL,28.290676,-28.237919,FSED 2007,99,DRD 2012,-28.2388581119,28.2979165223,,M,810,,0,0,0,0,332,BETHLEHEM,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS192,DIHLABENG LOCAL MUNICIPALITY,41902017,17,41304001,BETHLEHEM NU,NOT APPLICABLE,THABO MOFUTSANYANA,CIRCUIT 24,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,GH,COETZEE,,WEST,AVENUE,WESWEG,,EUREKA,BETHLEHEM,9700,"WEST AVENUE,EUREKA,BETHLEHEM,9700",P.O.BOX 296,BETHLEHEM,9700,"P.O.BOX 296,BETHLEHEM,9700",0583034006,0725995637,Urban,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,0,NOT MOVED,TO BE UPDATED,FS,FS,440101268,440101268,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS40101268,0,TO BE UPDATED,TO BE UPDATED,670,31,908,33,664,35,714,36,,741,34,,785,39,,808,41,,,,,,91,91,182,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
444510260,444510260,4,FS,VREDE C/S,VREDE,VREDE C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),129225,191206,7752,3194018,HOERSKOOL VREDE,29.157548,-27.434475,FSED 2007,99,DRD 2012,-27.4345535759,29.1625134811,,M,552,,0,0,0,0,215,VREDE,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS195,PHUMELELA LOCAL MUNICIPALITY,41905003,3,41604000,VREDE SP,NOT APPLICABLE,THABO MOFUTSANYANA,CIRCUIT 27,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,WL,ELS,22,REYNECKE,STREET,REYNEKESTRAAT 22,,THEMBALIHLE,VREDE,9835,"22 REYNECKE STREET,THEMBALIHLE,VREDE,9835",PRIVATE BAG X7,VREDE,9835,"PRIVATE BAG X7,VREDE,9835",0589131003,0833048058,Urban,YES,ABCDE,4,N,NOT APPLICABLE,NOT APPLICABLE,17/09/1998,NO,,,1,NOT MOVED,TO BE UPDATED,FS,FS,444510260,444510260,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS44510260,0,TO BE UPDATED,TO BE UPDATED,308,20,314,20,300,20,304,21,,308,21,,310,20,,302,20,,,,,,49,44,93,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
444712083,444712083,4,FS,WELKOM HIGH S/S,WELKOM HIGH,WELKOM HIGH S/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),131231,195212,4676,3182058,WELKOM HIGH SCHOOL,26.671794,-27.973744,FSED 2007,99,FSED 2007,-27.973744,26.671794,,U,0,,0,0,0,0,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804035,35,41023000,WESTERN HOLDINGS GOLD MINE SP,NOT APPLICABLE,LEJWELEPUTSWA,CIRCUIT 40,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,PP,SAUER,62,FALSTAFF,ROAD,62 FALSTAFF ROAD,BEDELIA,BEDELIA,WELKOM,9460,"62 FALSTAFF ROAD,BEDELIA,WELKOM,9460",P.O.BOX 753,WELKOM,9460,"P.O.BOX 753,WELKOM,9460",0573523758,0836350315,Urban,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,1,0,NOT MOVED,TO BE UPDATED,FS,FS,444712083,444712083,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS44712083,0,TO BE UPDATED,TO BE UPDATED,1013,43,952,41,971,41,1076,44,,1155,46,,1141,49,,1203,51,,,,,,21,11,32,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
444712075,444712075,4,FS,WELKOM-GIMNASIUM S/S,WELKOM-GIMNASIUM,WELKOM-GIMNASIUM S/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),131201,195202,4426,3182060,TO BE UPDATED,26.723129,-27.971242,FSED 2007,99,DRD 2012,-27.9734221942,26.7323726936,,M,1050,,0,0,0,0,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804033,33,41022012,SEEMEEU PARK,NOT APPLICABLE,LEJWELEPUTSWA,CIRCUIT 40,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,JP,SLABBERT,1,GIMNASIUM,STREET,GIMNASIUMSTRAAT 1,JIM FOUCHEPARK,JIM FOUCHEPARK,WELKOM,9460,"1 GIMNASIUM STREET,SEEMEEU PARK,WELKOM,9460",P.O.BOX 166,WELKOM,9460,"P.O.BOX 166,WELKOM,9460",0573527711,0829232263,Urban,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,0,,NOT MOVED,TO BE UPDATED,FS,FS,444712075,444712075,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS44712075,0,TO BE UPDATED,TO BE UPDATED,838,41,864,42,839,39,876,38,,905,42,,898,40,,921,41,,,,,,16,10,26,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
441610266,441610266,4,FS,WILGERIVIER C/S,WILGERIVIER,WILGERIVIER C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),129226,191314,6499,3201036,HOERSKOOL WILGERIVIER,28.491363,-27.272477,FSED 2007,99,FSED 2007,-27.272477,28.491363,,U,0,,0,0,0,0,214,FRANKFORT,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS205,MAFUBE LOCAL MUNICIPALITY,42005005,5,42002000,FRANKFORT SP,NOT APPLICABLE,FEZILE DABI,CIRCUIT 9,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,HB,SWART,,MARK,STREET,MARKSTRAAT,,,FRANKFORT,9830,"MARK STREET,FRANKFORT,",P.O.BOX 16,FRANKFORT,9830,"P.O.BOX 16,FRANKFORT,9830",0588131010,0828724405,Urban,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,,NOT MOVED,TO BE UPDATED,FS,FS,441610266,441610266,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS41610266,0,TO BE UPDATED,TO BE UPDATED,566,28,581,29,546,27,529,29,,512,29,,512,28,,517,30,,,,,,77,89,166,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
440304236,440304236,4,FS,WILLEM POSTMA P/S,WILLEM POSTMA,WILLEM POSTMA P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),123555,192142,4152,99,TO BE UPDATED,26.216579,-29.088794,FSED 2007,99,FSED 2007,-29.088794,26.216579,,O,0,,0,0,0,0,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702044,44,40502009,DAN PIENAAR,NOT APPLICABLE,MOTHEO,CIRCUIT 19,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,P J,PIENAAR,13,POULTNEY,STREET,POULTENEYSTRAAT 13,DAN PIENAAR,DAN PIENAAR,DANHOF,9310,"13 POULTNEY STREET,DAN PIENAAR,DANHOF,9310",P.O.BOX 28176,DANHOF,9310,"P.O.BOX 28176,DANHOF,9310",0514362730,0731845649,Urban,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,,NOT MOVED,TO BE UPDATED,FS,FS,440304236,440304236,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS40304236,0,TO BE UPDATED,TO BE UPDATED,844,39,828,37,866,40,900,42,,902,43,,934,45,,933,46,,,,,,6,12,18,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
445008300,445008300,4,FS,WINBURG C/S,WINBURG,WINBURG C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),127223,840050,6537,3182061,TO BE UPDATED,27.005129,-28.507554,FSED 2007,99,DRD 2012,-28.5181454882,27.0155906488,,M,1567,,0,0,0,0,361,WINBURG,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS181,MASILONYANA LOCAL MUNICIPALITY,41801005,5,40716000,WINBURG SP,NOT APPLICABLE,LEJWELEPUTSWA,CIRCUIT 7,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,C,DU PREEZ,3,PIETER VAN DEN WERKEN,STREET,PIETER VAN DER WERKENSTRAAT,,,WINBURG,9420,"3 PIETER VAN DEN WERKEN STREET,WINBURG,9420",P.O.BOX 165,WINBURG,9420,"P.O.BOX 165,WINBURG,9420",0518810068,0725218304,Urban,YES,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,,YES,,,1,NOT MOVED,TO BE UPDATED,FS,FS,445008300,445008300,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS45008300,0,TO BE UPDATED,TO BE UPDATED,673,24,601,21,637,24,699,26,,745,27,,796,28,,905,25,61,,,,,18,12,30,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
445101266,445101266,4,FS,WITSIESHOEK P/S,WITSIESHOEK,WITSIESHOEK P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),120545,914017,4487,99,TO BE UPDATED,28.803859,-28.537407,FSED 2007,99,DRD 2012,-28.5369876224,28.8039378325,,M,42,,0,0,0,0,333,WITSIESHOEK,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS194,MALUTI A PHOFUNG LOCAL MUNICIPALITY,41904028,28,41512005,MAKHALANENG,NOT APPLICABLE,THABO MOFUTSANYANA,CIRCUIT 16,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,MM,MOKOENA,,DIE BULT,,8819 CUNUKELO STREET,PHUTHADITJHABA,PHUTHADITJHABA,PHUTHADITJHABA,9870,"DIE BULT,PHUTHADITJHABA,9870",P.O.BOX 13997,WITSIESHOEK,9870,"P.O.BOX 13997,WITSIESHOEK,9870",0587130396,0723250605,Urban,YES,ABCDE,4,Y,MALUTI-A-PHOFUNG,RURAL,,NO,,,0,NOT MOVED,TO BE UPDATED,FS,FS,445101266,445101266,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS45101266,0,TO BE UPDATED,TO BE UPDATED,634,20,650,21,654,19,738,24,,759,23,,824,26,,895,25,118,,,,,3,7,10,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
440101269,440101269,4,FS,WITTEBERG S/S,WITTEBERG,WITTEBERG S/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),120233,191208,9058,3191041,WITTEBERG,28.317206,-28.237532,FREE STATE,99,DRD 2012,-28.238243,28.31673,,M,1307,,0,0,0,0,332,BETHLEHEM,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,FS192,DIHLABENG LOCAL MUNICIPALITY,41902017,17,41301009,PRETORIUS KLOOF,NOT APPLICABLE,THABO MOFUTSANYANA,CIRCUIT 24,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,CF,VENTER,,BAARTMAN,STREET,BAARTMANSTRAAT,JORDANIA,JORDANIA,BETHLEHEM,9700,"BAARTMAN STREET,BETHLEHEM,9700",PRIVATE BAG X24,BETHLEHEM,9700,"PRIVATE BAG X24,BETHLEHEM,9700",0583035271,0827780435,Urban,YES,ABCDE,5,N,NOT APPLICABLE,NOT APPLICABLE,,NO,,,,NOT MOVED,TO BE UPDATED,FS,FS,440101269,440101269,YES,TO BE UPDATED,04/03/2008,NOT MOVED,FS40101269,0,TO BE UPDATED,TO BE UPDATED,670,32,691,32,671,32,639,33,,650,36,,658,34,,651,36,,,,,,43,32,75,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
