NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,PED_Institution,PED_Name,DoE_Status,PED_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,Snap_Learners_2012,Educator_Numbers_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
121110243,0121110243,1,WC,LANGENHOVEN HS.,LANGENHOVEN,LANGENHOVEN HS.,LANGENHOVEN HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),110243,5507,TO BE UPDATED,1358833,LANGENHOVEN HS.,21.25669,-34.08469,WCED,57,RIVERSDAL,DC4,EDEN DISTRICT MUNICIPALITY,WC042,HESSEQUA LOCAL MUNICIPALITY,10402007,7,11611000,NONE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,01,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.J.T.,DE VILLIERS,,L ROUX,STREET,L ROUX STREET,,,RIVERSDAL,,"L ROUX STREET,RIVERSDAL,",P.O.BOX 49,RIVERSDAL,6670,"P.O.BOX 49,RIVERSDAL,6670",0287131065,0824134712,RURAL,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,121110243,121110243,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0121110243,0,TO BE UPDATED,TO BE UPDATED,413,18,399,18,421,18,417,19,436,20,411,20,,,,TRUE,84,34,118
200100909,100909,2,EC,DANIEL PIENAAR TECH HIGH SCHOOL,DANIEL PIENAAR,DANIEL PIENAAR TECH HIGH SCHOOL,DANIEL PIENAAR TECH HIGH SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,TECHNICAL,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),224123,224123,TO BE UPDATED,4231002,DANIEL PIERNAAR THS,25.408167,-33.754667,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500051,51,27518009,FAIRBRIDGE HEIGHTS EXT,NOT APPLICABLE,UITENHAGE,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.J,VERMAAK,,PROTEA,STREET,PROTEA STREET,,MOSEL,UITENHAGE,6230,"PROTEA STREET,FAIRBRIDGE HEIGHTS,UITENHAGE,6230",PRIVATE BAG X21,UITENHAGE,6230,"PRIVATE BAG X21,UITENHAGE,6230",0419229990,0829234325,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-75,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200100909,200100909,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC100909,0,TO BE UPDATED,TO BE UPDATED,978,47,957,46,931,47,874,47,838,47,845,47,,,,TRUE,,176,176
200100612,100612,2,EC,HOËRSKOOL P J OLIVIER,P.J.OLIVIER,HOËRSKOOL P.J.OLIVIER,HOËRSKOOL P.J.OLIVIER,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),094188,094188,TO BE UPDATED,4211006,HOERSKOOL P.J OLIVIER,26.52512,-33.31699,NEIMS 2007,162,ALBANY,DC10,CACADU DISTRICT MUNICIPALITY,EC104,MAKANA LOCAL MUNICIPALITY,21004004,4,20403000,NONE,NOT APPLICABLE,GRAHAMSTOWN,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.J,SNYDERS,,UPPER ROBINSON,STREET,UPPER ROBINSON STREET,HLALANI,HLALANI VILLAGE,GRAHAMSTOWN,6140,"UPPER ROBINSON STREET,GRAHAMSTOWN,6140",P.O.BOX 273,GRAHAMSTOWN,6140,"P.O.BOX 273,GRAHAMSTOWN,6140",0466223322,0829229716,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-56,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200100612,200100612,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC100612,0,TO BE UPDATED,TO BE UPDATED,345,19,361,20,348,18,336,21,380,21,393,25,,,,TRUE,45,33,78
200100429,100429,2,EC,LAER VOLKSKOOL GRAAFF-REINET,VOLK  GRAAFF-REINET,LAER VOLKSKOOL GRAAFF-REINET,LAER VOLKSKOOL GRAAFF-REINET,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),084207,084207,TO BE UPDATED,99,NOT APPLICABLE,24.53122,-32.25242,NEIMS 2007,301,GRAAFF-REINET,DC10,CACADU DISTRICT MUNICIPALITY,EC101,CAMDEBOO LOCAL MUNICIPALITY,21001002,2,20103000,NONE,NOT APPLICABLE,GRAAFF-REINET,Circiut 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.I,DEVILLIERS,,JONERSET,STREET,JONERSET STREET,,,GRAAFF-REINET,6280,"SOMERSETSTRAAT,GRAAFF-REINET,GRAAFF-REINET,6280",P.O.BOX 253,GRAAFF-REINET,6280,"P.O.BOX 253,GRAAFF-REINET,6280",0498910803,0823730564,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-17,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200100429,200100429,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC100429,0,TO BE UPDATED,TO BE UPDATED,360,14,364,15,347,15,365,16,352,16,370,16,,,,TRUE,5,8,13
600101704,101704,6,NW,RADITSHIDI,RADITSHIDI,RADITSHIDI PRIMARY SCHOOL,RADITSHIDI PRIMARY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),960430,960430,TO BE UPDATED,99,NOT APPLICABLE,24.7694,-27.38281,NEIMS 2007,84,TAUNG,DC39,BOPHIRIMA DISTRICT MUNICIPALITY,NW394,GREATER TAUNG LOCAL MUNICIPALITY,63904006,6,61403030,MYRA,DR RUTH SEGOMOTSI MOMPATI,TALEDI,PUDUMONG,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.G,GASEALAHWE,,MYRA,VILLAGE,MYRA VILLAGE,MYRA,PUDIMOE,PUDUMONG,8581,"MYRA VILLAGE,MYRA,PUDIMOE,PUDUMONG,8581",P.O.BOX 142,PUDIMOE,8581,"P.O.BOX 142,PUDIMOE,8581",0736727667,,TO BE UPDATED,YES,TO BE UPDATED,1,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NW,NW,600101704,600101704,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW101704,0,TO BE UPDATED,TO BE UPDATED,263,8,256,9,249,10,280,10,265,10,261,10,,,,TRUE,1,,1
800005975,800005975,8,MP,HOËRSKOOL SYBRAND VAN NIEKERK,SYBRAND VAN NIEKERK,HOËRSKOOL SYBRAND VAN NIEKERK,HOËRSKOOL SYBRAND VAN NIEKERK,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TRANSVAAL EDUCATION DEPARTMENT(TED),400229,400229,800005975,6242108,HOERSKOOL SYBRAND VAN NIEKERK,30.77383,-25.089,TO BE UPDATED,16,PELGRIMSRUS,DC32,EHLANZENI DISTRICT MUNICIPALITY,MP321,THABA CHWEU LOCAL MUNICIPALITY,83201007,7,81407004,PELGRIMSREST (NU),EHLANZENI,NOT APPLICABLE,SABIE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.F,CLASE,,HOOF,ROAD,HOOF ROAD,,HAZYVIEW,SABIE,,"HOOF ROAD,HAZYVIEW,SABIE,",PRIVATE BAG X500,SABIE,1260,"PRIVATE BAG X500,SABIE,1260",0137642148,,TO BE UPDATED,YES,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,14-Jul-92,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,MP,MP,800005975,800005975,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,MP800005975,0,TO BE UPDATED,TO BE UPDATED,690,32,702,29,710,32,708,34,709,32,723,35,,,,TRUE,7,,7
440704040,440704040,4,FS,KAGISANO C/S,KAGISANO C/S,KAGISANO C/S,KAGISANO C/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),123212,820719,3322,3181016,TO BE UPDATED,26.110146,-28.734862,FSED 2007,311,BRANDFORT,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS181,MASILONYANA LOCAL MUNICIPALITY,41801002,2,40705000,IKGOMOTSENG SP,NOT APPLICABLE,LEJWELEPUTSWA,18,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,P.E,RAKATSINYANE,167,NTHUNYA,STREET,167 NTHUNYA STREET,,IKGOMOTSENG,SOUTPAN,9356,"167 NTHUNYA STREET,IKGOMOTSENG,SOUTPAN,9356",P.O.BOX 167,SOUTPAN,9356,"P.O.BOX 167,SOUTPAN,9356",051-831 1171,0848767614,Urban,No,NONE,2,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,440704040,440704040,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS40704040,0,TO BE UPDATED,TO BE UPDATED,850,28,860,28,859,30,718,30,853,30,830,26,,,,TRUE,1,6,7
444712048,444712048,4,FS,TSAKANI P/S,TSAKANI P/S,TSAKANI P/S,TSAKANI P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),131554,821430,4169,99,TO BE UPDATED,26.803298,-27.968246,FSED 2007,314,WELKOM,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804012,12,41018000,THABONG SP,NOT APPLICABLE,LEJWELEPUTSWA,2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,P.E ,MADINGANA,11958,MATIMA,DRIVE,11958 MATIMA DRIVE,,THABONG EXT 5,WELKOM,9460,"11958 MATIMA DRIVE,THABONG EXT 5,WELKOM,9460",P.O.BOX 3275,WELKOM,9460,"P.O.BOX 3275,WELKOM,9460",057-3971709,0734996741,Urban,Yes,ABCDE,2,N,NOT APPLICABLE,NOT APPLICABLE,,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,FS,FS,444712048,444712048,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS44712048,0,TO BE UPDATED,TO BE UPDATED,936,27,946,32,948,28,976,29,901,30,1026,29,,,,TRUE,3,,3
300041210,41210,3,NC,LAERSKOOL ORANJE-NOORD,ORANJE-NOORD,LAERSKOOL ORANJE-NOORD,LAERSKOOL ORANJE-NOORD,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDA,8498,99,NOT APPLICABLE,21.26197,-28.44756,NEIMS 2007,2,GORDONIA,DC8,SIYANDA DISTRICT MUNICIPALITY,NC083,KHARA HAIS LOCAL MUNICIPALITY,30803008,8,31711013,OOSTERVILLE,NOT APPLICABLE,SIYANDA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.D,VAN DER MERWE,109,SCHRODER,STREET,109 SCHRODER STREET,,,UPINGTON,,"109 SCHRODER STREET,UPINGTON,",P.O.BOX 393,UPINGTON,8800,"P.O.BOX 393,UPINGTON,8800",0543323776,0834565946,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NC,NC,300041210,300041210,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NC41210,0,TO BE UPDATED,TO BE UPDATED,902,32,874,30,896,36,950,37,993,39,1040,40,SATELITE,,,TRUE,15,14,29
200100131,100131,2,EC,COLLEGIATE GIRLS' HIGH SCHOOL,COLLEGIATE GIRLS',COLLEGIATE GIRLS' HIGH SCHOOL,COLLEGIATE GIRLS' HIGH SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SPECIAL NEEDS EDUCATION SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,CAPE EDUCATION DEPARTMENT(CED),184145,184145,TO BE UPDATED,4221012,COLLEGIATE GIRLS HIGH SCHOOL,25.58993,-33.94978,NEIMS 2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500007,7,27516059,MOUNT ROAD,NOT APPLICABLE,PORT ELIZABETH,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.C,ELLIS,,KESTELL,STREET,KESTELL STREET,,PORT ELIZABETH,GREENACRES,6057,"KESTELL STREET,PARSONS HILL,PORT ELIZABETH,6057",P.O.BOX 27870,GREENACRES,6057,"P.O.BOX 27870,GREENACRES,6057",0413737705,,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-65,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200100131,200100131,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,EC100131,0,TO BE UPDATED,TO BE UPDATED,736,44,737,44,715,45,728,43,723,48,715,47,,,,TRUE,80,,80
300042214,42214,3,NC,OP DIE VOORPOS PRIMÊRE SKOOL,OP DIE VOORPOS,OP DIE VOORPOS PRIMÊRE SKOOL,OP DIE VOORPOS PRIMÊRE SKOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),TO BE UPDATED,TO BE UPDA,8467,99,NOT APPLICABLE,21.21783,-28.47221,NEIMS 2007,2,GORDONIA,DC8,SIYANDA DISTRICT MUNICIPALITY,NC083,KHARA HAIS LOCAL MUNICIPALITY,30803003,3,31711007,LEMOENDRAAI,NOT APPLICABLE,SIYANDA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.A,HANEKOM,70,LE ROUX,STREET,70 LE ROUX STREET,,UPINGTON EXTENSION,UPINGTON,8800,"70 LE ROUX STREET,UPINGTON EXTENSION,UPINGTON,8800",PRIVATE BAG X5876,UPINGTON,8800,"PRIVATE BAG X5876,UPINGTON,8800",0543321731,0825535226,URBAN,YES,ABCD,,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NC,NC,300042214,300042214,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NC42214,0,TO BE UPDATED,TO BE UPDATED,613,18,578,18,587,19,579,19,571,19,556,19,SATELITE,,,TRUE,26,25,51
600104097,104097,6,NW,ONKABETSE_THUTO COMMERICAL AND TECHNICAL HIGH,ONK SE_THUTO,ONKABETSE_THUTO COMMERICAL AND TECHNICAL HIGH,ONKABETSE_THUTO COMMERICAL AND TECHNICAL HIGH,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960054,960054,TO BE UPDATED,9304162,ONKABETSE-THUTO TECHNICAL&COMM,25.13585,-26.30999,NEIMS 2007,87,DITSOBOTLA,DC38,CENTRAL DISTRICT MUNICIPALITY,NW381,RATLOU LOCAL MUNICIPALITY,63801008,8,TO BE UPDATED,TO BE UPDATED,DR RUTH SEGOMOTSI MOMPATI,GREATER DELAREYVILLE,KRAAIMA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.A,GILL,,,,,,,SETLAGOLE,2773,"SETLAGOLE,2773",P.O.BOX 755,SETLAGOLE,2773,"P.O.BOX 755,SETLAGOLE,2773",0829656235,,TO BE UPDATED,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NW,NW,600104097,600104097,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW104097,0,TO BE UPDATED,TO BE UPDATED,611,16,658,15,498,18,458,22,412,17,434,14,,,,TRUE,1,,1
800000463,800000463,8,MP,BABUTHENI SECONDARY SCHOOL,BABUTHENI,BABUTHENI SECONDARY SCHOOL,BABUTHENI SECONDARY SCHOOL,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,KWANDEBELE,301421,301421,800000463,6374203,TO BE UPDATED,28.85617,-25.12583,TO BE UPDATED,273,MBIBANA,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106017,17,70704002,CULLINAN (NU),NKANGALA,NOT APPLICABLE,LIBANGENI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P. P,NKHUMISHE,,,,,,ALLEMANSDRIFT B,PRETORIA,0449,"ALLEMANSDRIFT B,PRETORIA,0449",P.O.BOX 206,MBIBANE,0449,"P.O.BOX 206,MBIBANE,0449",0139767098,0828448953,TO BE UPDATED,YES,ABCDE,1,N,NOT APPLICABLE,NOT APPLICABLE,01-Jan-96,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,MP,MP,800000463,800000463,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,MP800000463,0,TO BE UPDATED,TO BE UPDATED,586,20,456,18,594,20,629,17,578,21,519,20,,,,TRUE,6,9,15
600101750,101750,6,NW,RANTEBENG 11 PRIMARY SCHOOL,RANTEBENG,RANTEBENG 11 PRIMARY,RANTEBENG 11 PRIMARY,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,PRIMARY SCHOOL,COMPREHENSIVE,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,27.96811,-25.20277,NEIMS 2007,207,MORETELE,DC37,BOJANALA DISTRICT MUNICIPALITY,NW371,MORETELE LOCAL MUNICIPALITY,63701005,5,60104002,DIKEBU,BOJANALA,MORETELE,MAKAPANSTAD WEST,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P. D,KGARIPANE,,RANDTEBENGDIKEB,,RANDTEBENGDIKEB,,MORETELE,RANTEBENG,0415,"PO RANDTEBENGDIKEB,MORETELE,RANTEBENG,0415",P.O.BOX 213,RANTEBENG,0415,"P.O.BOX 213,RANTEBENG,0415",0127142900,,TO BE UPDATED,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,TRUE,NOT MOVED,TO BE UPDATED,NW,NW,600101750,600101750,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,NW101750,0,TO BE UPDATED,TO BE UPDATED,273,13,358,13,272,13,279,13,313,11,352,11,,,,TRUE,,11,11
136473472,0136473472,1,WC,CLANWILLIAM SEK.,CLANWILLIAM,CLANWILLIAM SEK.,CLANWILLIAM SEK.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,SECONDARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),473472,2560,TO BE UPDATED,1375505,CLANWILLIAM SEK.,18.889454,-32.189462,WCED,71,CLANWILLIAM,DC1,WEST COAST DISTRICT MUNICIPALITY,WC012,CEDERBERG LOCAL MUNICIPALITY,10102003,3,10203000,NONE,NOT APPLICABLE,WEST COAST,04,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P.,MUNNIK,,OU KAAPSE,ROAD,OU KAAPSE ROAD,,,CLANWILLIAM,,"OU KAAPSE ROAD,CLANWILLIAM,",P.O.BOX 233,CLANWILLIAM,8135,"P.O.BOX 233,CLANWILLIAM,8135",0274821708,0798277544,RURAL,YES,ABCDE,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,WC,WC,136473472,136473472,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,WC0136473472,0,TO BE UPDATED,TO BE UPDATED,724,23,750,23,670,22,623,20,620,20,614,19,,,,TRUE,99,78,177
440304236,440304236,4,FS,WILLEM POSTMA P/S,WILLEM POSTMA P/S,WILLEM POSTMA P/S,WILLEM POSTMA P/S,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),123555,192142,4152,99,TO BE UPDATED,26.216579,-29.088794,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702044,44,40502009,DAN PIENAAR,NOT APPLICABLE,MOTHEO,19,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,P J,PIENAAR,13,POULTNEY,STREET,13 POULTNEY STREET,,DAN PIENAAR,DANHOF,9310,"13 POULTNEY STREET,DAN PIENAAR,DANHOF,9310",P.O.BOX 28176,DANHOF,9310,"P.O.BOX 28176,DANHOF,9310",051-436 2730/1,0731845649,Urban,Yes,ABCDE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,440304236,440304236,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS40304236,0,TO BE UPDATED,TO BE UPDATED,844,39,828,37,866,40,900,42,902,43,934,45,,,,TRUE,6,12,18
923240457,923240457,9,LP,MAKGOKA HIGH,MAKGOKA HIGH,MAKGOKA HIGH,MAKGOKA HIGH,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,TO BE UPDATED,LEBOWA,800220,411994,TO BE UPDATED,7235112,MAKGOKA HIGH,29.79076,-23.94833,NEIMS 2007,211,THABAMOOPO,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM354,POLOKWANE LOCAL MUNICIPALITY,93504028,28,91219000,NONE,NOT APPLICABLE,CAPRICORN,MANKWENG,02-Jan-00,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,P F,NKADIMENG,,MACLEAN,FARM,MACLEAN FARM,STENGENASZCC,MORIAMA CLEAN FARM,BOYNE,0728,"MACLEAN FARM,STENGENASZCC,MORIAMA CLEAN FARM,BOYNE,0728",PRIVATE BAG X319,BOYNE,0728,"PRIVATE BAG X319,BOYNE,0728",0152660022,0835057731,RURAL,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,YES,99,TRUE,TRUE,NOT MOVED,TO BE UPDATED,LP,LP,923240457,923240457,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,LP923240457,0,TO BE UPDATED,TO BE UPDATED,2149,71,2372,67,1902,80,1992,78,2079,75,2436,79,,,,TRUE,412,246,658
