NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,PED_Institution,PED_Name,DoE_Status,PED_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO
974402219,974402219,9,LP,WESLEYAN DAY CARE CENTRE,WESLEYAN DAY CARE CENTRE,WESLEYAN DAY CARE CENTRE,WESLEYAN DAY CARE CENTRE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,BA-PHALABORWA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,407,B,,407 B ,LULEKANI,,,1392,"407 B,LULEKANI,1392",P.O.BOX 1913,LULEKANI,1392,"P.O.BOX 1913,LULEKANI,1392",,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,10,,,,,,,FALSE,,,,
445503260,445503260,4,FS,WELKOM CRECHE AND PRE-PRIMARY,WELKOM CRECHE AND PRE-PRIMARY,WELKOM CRECHE AND PRE-PRIMARY,WELKOM CRECHE AND PRE-PRIMARY,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,26.73001,-27.16722,FSED 2007,264,VILJOENSKROON,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS201,MOQHAKA LOCAL MUNICIPALITY,42001023,23,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,17,HEIDE,AVENUE,17 HEIDE AVENUE,,JIM FOUCHE PARK,WELKOM,9460,"17 HEIDE AVENUE,JIM FOUCHE PARK,WELKOM,9460",POST OFFICE,WELKOM,9460,"POST OFFICE,WELKOM,9460",057-3572787,,Urban,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,445503260,445503260,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS45503260,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,65,,,,,,,FALSE,,,,
975503216,975503216,9,LP,VUTOMI DAY CARE,VUTOMI,VUTOMI DAY CARE,VUTOMI DAY CARE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,NKOWANKOWA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,BINDZULANI,,BINDZULANI,LETABA,,SHOPING CENTRE,0870,"BINDZULANI,LETABA,SHOPING CENTRE,0870",P.O.BOX 235,LETABA,0870,"P.O.BOX 235,LETABA,0870",0153033147,0834970992,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
975503204,975503204,9,LP,VUTLHARHI PRE SCHOOL,VUTLHARHI,VUTLHARHI PRE SCHOOL,VUTLHARHI PRE SCHOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,NKOWANKOWA,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,,LETABA,,,0870,"LETABA,0870",PRIVATE BAG X 1415,LETABA,0870,"PRIVATE BAG X 1415,LETABA,0870",,0724831948,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
974401413,974401413,9,LP,HISEKANI CRECHE,HISEKANI CRECHE,HISEKANI CRECHE,HISEKANI CRECHE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,,,,GIYANI,0826,"GIYANI,0826",P.O.BOX 3731,GIYANI,0826,"P.O.BOX 3731,GIYANI,0826",,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
975503505,975503505,9,LP,WN MTEBULE CRECHE,WN MTEBULE,WN MTEBULE CRECHE,WN MTEBULE CRECHE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,XIHOKO,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,XIHOKO,VILLAGE,XIHOKO VILLAGE,XIHOKO,,,0872,"XIHOKO VILLAGE,XIHOKO,0872",P.O.BOX 25,XIHOKO,0872,"P.O.BOX 25,XIHOKO,0872",,0739451082,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
973301104,973301104,9,LP,VUMBIWA DAY CARE CENTRE,VUMBIWA DAY CARE CENTRE,VUMBIWA DAY CARE CENTRE,VUMBIWA DAY CARE CENTRE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,THULAMELA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,232,B,STAND,232 B STAND,MALAMULELE NEXT TO IPC CHURCH,,MALAMULELE,0982,"232 B STAND,MALAMULELE NEXT TO IPC CHURCH,MALAMULELE,0982",P.O.BOX 3116,MALAMULELE,0982,"P.O.BOX 3116,MALAMULELE,0982",,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
445503267,445503267,4,FS,WOEL & WERK PP/S,WOEL & WERK PP/S,WOEL & WERK PP/S,WOEL & WERK PP/S,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,200518,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,DC18,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,,,,,,,,9445,9445,P.O.BOX 350,HENNENMAN,9445,"P.O.BOX 350,HENNENMAN,9445",057-5732351,082 979 44,Urban,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,UPDATED USING SNAP 2009,NO RESPONSE,,,0,445503267,TO BE UPDATED,NO RESPONSE,,,,,,TO BE UPDATED,,,,,,,,,,,,43,,,,,,,FALSE,,,,
800034816,34816,8,MP,VULAMEHLO PRE-SCHOOL,VULAMEHLO,VULAMEHLO PRE-SCHOOL,VULAMEHLO PRE-SCHOOL,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,800034816,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,GERT SIBANDE,NOT APPLICABLE,VOLKSRUST,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,858,ESAMOKUHLE,LOCATION,858 ESAMOKUHLE LOCATION,858 ESAMOKUHLE LOC LOCATION,,,,"858 ESAMOKUHLE LOC LOCATION,",P.O.BOX 193,EZAMOKUHLE/LEC,2490,"P.O.BOX 193,EZAMOKUHLE/LEC,2490",,0829693113,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,29-Nov-05,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,MP,MP,800034816,800034816,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,94,,,,,,,FALSE,,,,
200801779,801779,2,EC,VUKUZAKHE PRESCHOOL,VUKUZAKHE,VUKUZAKHE PRESCHOOL,VUKUZAKHE PRESCHOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC44,ALFRED NZO DISTRICT MUNICIPALITY,EC441,MATATIELE LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MALUTI,To be updated,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 641,MATATIELE,4730,"P.O.BOX 641,MATATIELE,4730",,0736269078,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200801779,200801779,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
200801620,801620,2,EC,VUKANI PRESCHOOL,VUKANI,VUKANI PRESCHOOL,VUKANI PRESCHOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,EC121,MBHASHE LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,DUTYWA,To be updated,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX 1854,DUTYWA,5000,"P.O.BOX 1854,DUTYWA,5000",,0836879012,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,01-Mar-07,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,EC,EC,200801620,200801620,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,16,,,,,,,FALSE,,,,
700880014,880014,7,GT,ZIMELENI PRE- SCHOOL,ZIMELENI PRE- SCHOOL,VOSLOORUS HOSTEL (ZIMELENI PRE- SCHOOL),VOSLOORUS HOSTEL (ZIMELENI PRE- SCHOOL),OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,TO BE UPDA,TO BE UPDATED,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300047,47,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,EKURHULENI SOUTH,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,MC BOTHA,DRIVE,MC BOTHA DRIVE,,VOSLOORUS EXT 29,VOSLOORUS,1475,"MC BOTHA DRIVE,VOSLOORUS EXT 29,VOSLOORUS,1475",P.O.BOX 25,VOSLOORUS,0008,"P.O.BOX 25,VOSLOORUS,0008",,0735050627,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700880014,700880014,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,21,,,,,,,FALSE,,,,
975503305,975503305,9,LP,VONGANIMAMITWA CRECHE,VONGANIMAMITWA,VONGANIMAMITWA CRECHE,VONGANIMAMITWA CRECHE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,NWANEDZI,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,MAMITWA HEADKRAAL,,MAMITWA HEADKRAAL,NWAMITWA,,NEXT TO MAMITWA CLINIC,0871,"MAMITWA HEADKRAAL,NWAMITWA,NEXT TO MAMITWA CLINIC,0871",P.O.BOX 220,NWAMITWA,0871,"P.O.BOX 220,NWAMITWA,0871",,0834222219,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,,,,,,,,FALSE,,,,
300074125,74125,3,NC,VOETSPOORTJIES KLEUTERSKOOL,VOETSPOORTJIES KLEUTER,VOETSPOORTJIES KLEUTERSKOOL,VOETSPOORTJIES KLEUTERSKOOL,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC8,SIYANDA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,SIYANDA,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,3,WATER,STREET,3 WATER STREET,,,,,"3 WATER STREET,",P.O.BOX 20,WRENCHVILLE,8468,"P.O.BOX 20,WRENCHVILLE,8468",,0735239693,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,Y,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NC,NC,300074125,300074125,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,45,,,,,,,FALSE,,,,
700252148,252148,7,GT,VI-TAPSON CRECHE,VI-TAPSON CRECHE,VI-TAPSON CRECHE,VI-TAPSON CRECHE,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,GDE2010,265,POTCHEFSTROOM,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,TO BE UPDATED,99,68806001,POTCHEFSTROOM NU,NOT APPLICABLE,JOHANNESBURG WEST,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,463,MOTSEPHE,AVENUE,463 MOTSEPHE AVENUE,,KAGISO X 3,MOGALE CITY,,"463 MOTSEPHE AVENUE,KAGISO X 3,MOGALE CITY,",P.O.BOX 579,KRUGERSDORP,1740,"P.O.BOX 579,KRUGERSDORP,1740",0114107709,,URBAN,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,GT,GT,700252148,700252148,YES,DECEMBER 2007 SUBMISSION,01-Dec-07,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,50,,,,,,,FALSE,,,,
445503269,445503269,4,FS,VIRGINIA PP/S,VIRGINIA PP/S,VIRGINIA PP/S,VIRGINIA PP/S,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,200236,TO BE UPDATED,99,NOT APPLICABLE,26.87796,-28.10423,FSED 2007,362,VIRGINIA,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804009,9,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,3/29/2012 3:37:03 PM,UNKNOWN,THE,MANAGER,,BOOM AND BURGHER,STREET,BOOM AND BURGHER STREET,,SAAIPLAAS,VIRGINIA,9430,"CORNER BOOM AND BURGHER STREET,SAAIPLAAS,VIRGINIA,9430",P.O.BOX 319,VIRGINIA,9430,"P.O.BOX 319,VIRGINIA,9430",057-2124916,,Urban,NOT APPLICABLE,NOT APPLICABLE,,N,NOT APPLICABLE,NOT APPLICABLE,,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,FS,FS,445503269,445503269,YES,TO BE UPDATED,04-Mar-08,NOT MOVED,FS45503269,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,39,,,,,,,FALSE,,,,
300072040,72040,3,NC,VIOOLTJIE KLEUTERSKOOL,VIOOLTJIE KLEUTER,VIOOLTJIE KLEUTERSKOOL,VIOOLTJIE KLEUTERSKOOL,OPEN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,24.10411,-29.61567,NEIMS 2007,TO BE UPDA,TO BE UPDATED,DC7,PIXLEY KA SEME DISTRICT MUNICIPALITY,TO BE UPDATED,THEMBELIHLE LOCAL MUNICIPALITY,30706003,3,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,PIXLEY-KA-SEME,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,2075,AANDBLOM,STREET,2075 AANDBLOM STREET,,,,,"2075 AANDBLOM STREET,",P.O.BOX 164,STEYNVILLE,8750,"P.O.BOX 164,STEYNVILLE,8750",0532030223,0720430406,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,Y,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,,0,FALSE,FALSE,NOT MOVED,TO BE UPDATED,NC,NC,300072040,300072040,TO BE UPDATED,TO BE UPDATED,02-Jan-00,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,TO BE UPDATED,,,,,,,,,,,,77,,,,,,,FALSE,,,,
600140009,,6,NW,LIEFIE LOP CRECHE,LIEFIE LOP,,,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,,,,,THE,MANAGER,,,,,,,,,,,,,,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,0,FALSE,FALSE,,,,,,,TO BE UPDATED,,,,,,,TO BE UPDATED,,,,,,,,,,,,37,,,,,,,FALSE,,,,
