NatEmis,EmisNo,ProvinceCD,Province,Institution_Name,Name,Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuildings,ExDept,PaypointNo,ComponentNo,ResponsibilityCode,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal Code,StreetAddress,Box_P_Bag,Post Office,Box_Bag Postal_Code,PostalAddress,Telephone,Facsimile,cellno,Urban_Rural,Section21,Section21_Funct,Quintile,NAS,NodalArea,NAT,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,Snap_Learners_2011,Educator_Numbers_2011,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
443907315,43907315,4,FS,BARTIMEA SPEC,BARTIMEA SPEC,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,DEAF & BLIND,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),126201,970000,99,3173003,3173003,BARTIMEA SCHOOL FOR THE DEAF &,26.807782,-29.206678,FSED 2007,359,THABA 'NCHU,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702040,40,40510011,SELOSESHA,NOT APPLICABLE,MOTHEO,CIRCUIT3,THE,COOK,,POLOKO,ROAD,POLOKO ROAD,SELOSESHA,,THABA NCHU,,"POLOKO ROAD,SELOSESHA,,THABA NCHU,",PRIVATE BAG X723,SELOSESHA,9785,"PRIVATE BAG X723,SELOSESHA,9785",0518741725,0518741726,0832569499,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,434,51,,54,400,,431,56,,,,FALSE,,,
800000737,800000737,8,MP,BASIZENI SPECIAL SCHOOL,BASIZENI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),200040,200040,800000737,NOT APPLICABLE,,NOT APPLICABLE,29.07915,-26.53026,NEIMS 2007,212,HOEVELDRIFT,DC30,GERT SIBANDE DISTRICT MUNICIPALITY,MP307,GOVAN MBEKI LOCAL MUNICIPALITY,83007007,7,TO BE UPDA,TO BE UPDATED,GERT SIBANDE,NOT APPLICABLE,HIGHVELDRIDGE EAST,R. E,MOTSATSI,7869,DR VICTOR NHLAPO,AVENUE,7869 DR VICTOR NHLAPO AVENUE,,,EXT 11,,"7869 DR VICTOR NHLAPO AVENUE,,,EXT 11,",P.O.BOX 1022,EMBALENHLE,2285,"P.O.BOX 1022,EMBALENHLE,2285",0176851197,0176851318,0828552552,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,118,10,,,,FALSE,,,
105302200,0105302200,1,WC,BATAVIA SPESIALE SKOOL,BATAVIA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,TO BE UPDATED,302200,5120,99,NOT APPLICABLE,,NOT APPLICABLE,18.48980952,-33.98325433,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100058,58,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT2,MR. J .C,SWART,,LAURIER,ROAD,LAURIER ROAD,,,CLAREMONT,,"LAURIER ROAD,,,CLAREMONT,",P.O.BOX 36357,GLOSDERRY,7702,"P.O.BOX 36357,GLOSDERRY,7702",0216715110,0216834226,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,734,47,,,,FALSE,,,
500618714,618714,5,KZ,BAWINILE FOR PHYSICALLY CHALLENGED,BAWINILE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SPECIAL NEEDS EDUCATION,PUBLIC,PUBLIC,TO BE UPDATED,9999,TO BE UPDA,TO BE UPD,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,UMGUNGUNDLOVU,TO BE UPDATED,THE,MANAGER,,,,,,,,,",,,,",,,,",,",TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,,,,,,FALSE,,,
200200034,200034,2,EC,BAYSVILLE SECONDARY,BAYSVILLE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),054108,054108,99,NOT APPLICABLE,,NOT APPLICABLE,27.91224,-32.99653,ECED2007,47,OOS-LONDEN/EAST LONDON,DC12,AMATOLE DISTRICT MUNICIPALITY,EC125,BUFFALO CITY LOCAL MUNICIPALITY,21205003,3,21414006,BAYSVILLE,NOT APPLICABLE,EAST LONDON,CIRCUIT9,L,VAN RENSBURG,,BURNETT,ROAD,BURNETT ROAD,,BAYVILLE,EAST LONDON,,"BURNETT ROAD,,BAYVILLE,EAST LONDON,",PRIVATE BAG X9040,EASTLONDON,5200,"PRIVATE BAG X9040,EASTLONDON,5200",0437210270,0437210273,0845568466,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,572,40,,,,FALSE,,,
106494623,0106494623,1,WC,BEACON SKOOL,BEACON,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,494623,951,99,NOT APPLICABLE,,NOT APPLICABLE,18.59760861,-34.05210555,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100078,78,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT7,C.A,DAVIDS,,LOGANBERRY,WAY,LOGANBERRY WAY,,WESTRIDGE,MITCHELLS PLAIN,7785,"LOGANBERRY WAY,,WESTRIDGE,MITCHELLS PLAIN,7785",P.O.BOX 346,TOWN CENTRE,7785,"P.O.BOX 346,TOWN CENTRE,7785",0213714324,0213740914,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,175,17,,,,FALSE,,,
105315601,0105315601,1,WC,BEL PORTO SKOOL,BEL PORTO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,TO BE UPDATED,315601,5982,99,NOT APPLICABLE,,NOT APPLICABLE,18.49319819,-33.98757729,WCED,65,SIMONSTAD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100060,60,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT5,MNR .P.S,DORFLING,2,ARCADIA,AVENUE,2 ARCADIA AVENUE,,LANSDOWNE,ERF NO.59603,,"2 ARCADIA AVENUE,,LANSDOWNE,ERF NO.59603,",PRIVATE BAG X3,CLAREINCH,7740,"PRIVATE BAG X3,CLAREINCH,7740",0216964134,0216968228,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,241,20,,,,FALSE,,,
700150094,150094,7,GT,BELLAVISTA SCHOOL,BELLAVISTA,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,LEARNING DISABILITY,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,28.0529483329,-26.1384200002,GDE2009,321,JOHANNESBURG,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,JHB,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79400074,74,77409022,BIRDHAVEN,NOT APPLICABLE,JOHANNESBURG EAST,NOTAPPLICABLE,J,STANIFORTH,,VENUS,,VENUS,,,JOHANNESBURG,2116,"VENUS ,,,JOHANNESBURG,2116",P.O.BOX 55017,NORTHLANDS,2116,"P.O.BOX 55017,NORTHLANDS,2116",0117885454,0117882654,0828231221,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,195,27,,,,FALSE,,,
700310144,310144,7,GT,BELVEDERESKOOL,BELVEDERE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),905002,TO BE UPDA,99,NOT APPLICABLE,8310144,NOT APPLICABLE,28.2995233332,-26.1624766668,GDE2009,270,KEMPTON PARK,EKU,EKHURULENI METROPOLITAN MUNICIPALITY,EKU,EKURHULENI METROPOLITAN MUNICIPALITY,79300028,28,60319023,RUSTENBURG NU,NOT APPLICABLE,EKURHULENI NORTH,NOTAPPLICABLE,P.H,COETZEE,10,UYS RIDGE KRIGE,STREET,10 UYS RIDGE KRIGE STREET,,FARRARMERE,BENONI,,"10 UYS RIDGE KRIGE STREET,,FARRARMERE,BENONI,",P.O.BOX 53,BENONI,1500,"P.O.BOX 53,BENONI,1500",0118494131,0118494132,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,614,39,,,,FALSE,,,
923245435,923245435,9,LP,BENEDICT AND HOPE CENTRE,BENEDICT AND HOPE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,2220890016,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,29.63857,-23.98857,NEIMS 2007,211,THABAMOOPO,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM354,POLOKWANE LOCAL MUNICIPALITY,93504005,5,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,CAPRICORN,KGAKOTLOU,T,PHOCHANA,,LAASTEHOOP,,LAASTEHOOP,,GA MOLEPO,POLOKWANE,,"LAASTEHOOP ,,GA MOLEPO,POLOKWANE,",P.O.BOX 2665,PIETERSBURG,0699,"P.O.BOX 2665,PIETERSBURG,0699",TO BE UPDATED,,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,,,,,,,169,17,,,,FALSE,,,
200100060,100060,2,EC,BERGSIG SPECIAL SCHOOL,BERGSIG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED,PUBLIC,TO BE UPDATED,TO BE UPDATED,022410,022410,99,NOT APPLICABLE,,NOT APPLICABLE,25.40412,-33.73827,ECED2007,51,PORT ELIZABETH,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,NMA,NELSON MANDELA BAY METROPOLITAN MUNICIPALITY,29500051,51,27518024,VANES ESTATE,NOT APPLICABLE,UITENHAGE,CIRCUIT5,D,WOLMARANS,63,ROSS GRADWELL,STREET,63 ROSS GRADWELL STREET,,,UITENHAGE,6230,"63 ROSS GRADWELL STREET,,,UITENHAGE,6230",PRIVATE BAG X48,UITENHAGE,6230,"PRIVATE BAG X48,UITENHAGE,6230",0419661130,0419661270,0833241451,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,509,29,,,,FALSE,,,
500107411,107411,5,KZ,BERGSIG LSEN P,BERGSIG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,PHYSICAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),70079,72001,99,NOT APPLICABLE,,NOT APPLICABLE,30.32456,-27.66416,NEIMS 2007,217,UTRECHT,DC25,AMAJUBA DISTRICT MUNICIPALITY,KZN253,UTRECHT LOCAL MUNICIPALITY,52503002,2,52503002,UMGALA COLLIERIES,UKHAHLAMBA,AMAJUBA,NEWCASTLE,H.W,ALBERTS,11,VAN ROOYEN,STREET,11 VAN ROOYEN STREET,,,UTRECHT,2980,"11 VAN ROOYEN STREET,,,UTRECHT,2980",PRIVATE BAG X1010,UTRECHT,2980,"PRIVATE BAG X1010,UTRECHT,2980",0343313002,0343313108,0836280692,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,34,14,,,,FALSE,,,
107324647,0107324647,1,WC,BET-EL SKOOL VIR EPILEPTICI,BET-EL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,EPILEPSY,PUBLIC,TO BE UPDATED,TO BE UPDATED,324647,949,99,4476,,BET-EL SKOOL VIR EPILEPTICI,18.66251789,-33.95003323,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100019,19,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT1,K,BARON,,OFF OLD NOOIENSFONTEIN,ROAD,OFF OLD NOOIENSFONTEIN ROAD,,KUILS RIVER,CAPE TOWN,,"OFF OLD NOOIENSFONTEIN ROAD,,KUILS RIVER,CAPE TOWN,",P.O.BOX 105,KUILSRIVER,7580,"P.O.BOX 105,KUILSRIVER,7580",0219035146,0219039915,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,394,27,,,,FALSE,,,
600102363,102363,6,NW,BETHESDA SPECIAL LSEN,BETHESDA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,COMPREHENSIVE,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),9999,TO BE UPDA,TO BE UPD,NOT APPLICABLE,,NOT APPLICABLE,28.0093,-25.5697,GEOCODE 2010 GOOGLE EARTH,TO BE UPDA,TO BE UPDATED,DC37,BOJANALA DISTRICT MUNICIPALITY,NW372,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79600032,32,TO BE UPDA,TO BE UPDATED,BOJANALA,MABOPANE,GA-RANKUWA,THE,MANAGER,,,,,,,,,",,,,",P.O.BOX 23,GAR-RANKUWA,0208,"P.O.BOX 23,GAR-RANKUWA,0208",0127036339,,0829436065,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,INCORRECT PROVINCE,,,,,,,,,,,,,,FALSE,,,
800034640,800034640,8,MP,BETHESDA HOUSE OF HOPE,BETHESDA,OPEN,INDEPENDENT,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SPECIAL NEEDS EDUCATION,INDEPENDENT,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDA,800034640,NOT APPLICABLE,,NOT APPLICABLE,29.46207,-25.76772,TELKOM 2009,121,MIDDELBURG,DC31,NKANGALA DISTRICT MUNICIPALITY,MP313,STEVE TSHWETE LOCAL MUNICIPALITY,83103014,14,TO BE UPDA,TO BE UPDATED,NKANGALA,NOT APPLICABLE,MIDDELBURG1,THE,MANAGER,44,SADC,STREET,44 SADC STREET,,MIDDELBURG,MIDDELBURG (MPUMALANGA),1050,"44 SADC STREET,,MIDDELBURG,MIDDELBURG (MPUMALANGA),1050",PRIVATE BAG X59,MIDDELBURG,1050,"PRIVATE BAG X59,MIDDELBURG,1050",0132498500,,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,36,6,,,,FALSE,,,
700912363,700912363,7,GT,BETHESDA SPECIAL SCHOOL,BETHESDA,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,SPECIAL NEEDS EDUCATION,PUBLIC,PUBLIC,TO BE UPDATED,9999,TO BE UPDA,TO BE UPD,NOT APPLICABLE,,NOT APPLICABLE,28.0151616667,-25.5722233334,GDE2009,TO BE UPDA,GARANKUWA,DC37,BOJANALA DISTRICT MUNICIPALITY,NW374,KGETLENGRIVIER LOCAL MUNICIPALITY,79600032,32,67603010,GA-RANKUWA ZONE 8,NOT APPLICABLE,TSHWANE WEST,TO BE UPDATED,THE,MANAGER,28858,UNIT,UNIT,28858 UNIT UNIT,GARANKUWA,,ROSSLYN,,"28858 UNIT UNIT,GARANKUWA,,ROSSLYN,",,,,",,",0127033670,,0829436065,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,INCORRECT PROVINCE,,,,,,,,,175,14,,,,FALSE,,,
105314196,0105314196,1,WC,BLOUVLEI SKOOL,BLOUVLEI,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,TO BE UPDATED,314196,952,99,NOT APPLICABLE,,NOT APPLICABLE,18.47356515,-34.06002815,WCED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100072,72,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METRO SOUTH,CIRCUIT4,MS.M,JACOBS,89,SIXTH,AVENUE,89 SIXTH AVENUE,,RETREAT,CAPE TOWN,,"89 SIXTH AVENUE,,RETREAT ,CAPE TOWN,",P.O.BOX 124,RETREAT,7965,"P.O.BOX 124,RETREAT,7965",0217120857,0217125803,0823815653,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,185,15,,,,FALSE,,,
440303202,40303202,4,FS,BÖHMER S/S,BÖHMER,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION SCHOOL,NOT APPLICABLE,MILD AND MODERATELY HANDICAPPED,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),122202,840310,99,NOT APPLICABLE,,NOT APPLICABLE,26.190494,-29.125292,FSED 2007,308,BLOEMFONTEIN,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702023,23,40502056,UNIVERSITAS,NOT APPLICABLE,MOTHEO,CIRCUIT3,C,KITCHING,,HALDON,ROAD,HALDON ROAD,,UNIVERSITAS,BLOEMFONTEIN,9311,"HALDON ROAD,,UNIVERSITAS,BLOEMFONTEIN,9311",P.O.BOX 10345,DRUSANA,9311,"P.O.BOX 10345,DRUSANA,9311",0515226846,0515227661,0828232888,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,378,27,,6,312,,321,28,,,,FALSE,,,
700271478,271478,7,GT,BOITEKO PRIMARY SCHOOL,BOITEKO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,902001,TO BE UPDA,99,NOT APPLICABLE,,NOT APPLICABLE,27.3311366668,-26.3281483338,GDE2009,266,OBERHOLZER,DC40,SOUTHERN DISTRICT MUNICIPALITY,NW405,MERAFONG CITY LOCAL MUNICIPALITY,74804007,7,60319023,RUSTENBURG NU,NOT APPLICABLE,GAUTENG WEST,NOTAPPLICABLE,MRS.E.M,LETANKE,5840,SOMPANE STREET EXT 5,AGRICULTURAL AUTHORITY,5840 SOMPANE STREET EXT 5 AGRICULTURAL AUTHORITY,KHUTSONG,,CARLETONVILLE,,"5840 SOMPANE STREET EXT 5 AGRICULTURAL AUTHORITY,KHUTSONG,,CARLETONVILLE,",P.O.BOX 6068,OBERHOLZER,2502,"P.O.BOX 6068,OBERHOLZER,2502",0187833350,0187833350,TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,261,16,,,,FALSE,,,
300010701,10701,3,NC,BOITUMELO SPECIAL SCHOOL,BOITUMELO,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,TO BE UPDATED,DEPARTMENT OF EDUCATION AND TRAINING(DET),226020,970285,9401,NOT APPLICABLE,,NOT APPLICABLE,24.70205,-28.71623,NEIMS 2007,190,KIMBERLEY,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,NC091,SOL PLAATJIE LOCAL MUNICIPALITY,30901015,15,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOTAPPLICABLE,MR. E.J,JAHNIG,1913,JOHN DAKA,STREET,1913 JOHN DAKA STREET,,PHUTHANANG,KIMBERLEY,,"1913 JOHN DAKA STREET,,PHUTHANANG,KIMBERLEY,",P.O.BOX 9661,MANKURWANE,8345,"P.O.BOX 9661,MANKURWANE,8345",0538720809,0538720809,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,GALESHEWE,URBAN,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,166,14,,,,,201,18,SATELITE,,,FALSE,,,
443907309,43907309,4,FS,BOITUMELONG SPEC,BOITUMELONG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION AND TRAINING(DET),126203,980000,99,NOT APPLICABLE,,NOT APPLICABLE,26.833782,-29.207011,FSED 2007,359,THABA 'NCHU,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702039,39,40510009,RATLOU,NOT APPLICABLE,MOTHEO,22,L.G,SEJAKE,,OVER STREAM CEMINTARY,,OVER STREAM CEMINTARY,GARAPULANA,RATLOU,THABA NCHU,,"OVER STREAM CEMINTARY ,GARAPULANA,RATLOU,THABA NCHU,",P.O.BOX 1501,GARAPULANA,9786,"P.O.BOX 1501,GARAPULANA,9786",0518741380,0518741380,0834114356,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,,,,16,294,,341,30,,,,FALSE,,,
600102364,102364,6,NW,BOPHELONG SPECIAL,BOPHELONG,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,INTELLECTUAL DISABILITY,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,960143,960143,99,NOT APPLICABLE,,NOT APPLICABLE,25.65577,-25.88476,NEIMS 2007,6,MARICO,DC38,CENTRAL DISTRICT MUNICIPALITY,NW383,MAFIKENG LOCAL MUNICIPALITY,63803009,9,60823010,MMABATHO NU,NGAKA MODIRI MOLEMA,MAFIKENG,STADT,M.H,MOSHAPO,,LOMANYANENG,VILLAGE,LOMANYANENG VILLAGE,LOMANYANENG VILLAGE,BOPHELONG HOSP,MAFIKENG PROV HOSP,2745,"LOMANYANENG VILLAGE,LOMANYANENG VILLAGE,BOPHELONG HOSP,MAFIKENG PROV HOSP,2745",P.O.BOX 595,MAFIKENG,2745,"P.O.BOX 595,MAFIKENG,2745",0183833845,,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,0,FALSE,FALSE,TO BE UPDATED,,,,,,,,,208,13,,,,FALSE,,,
924651781,924651781,9,LP,BOSELE SCHOOL,BOSELE,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,NOT APPLICABLE,HEARING IMPAIRMENT,PUBLIC,PUBLIC,LEBOWA,890012,6230,99,NOT APPLICABLE,,NOT APPLICABLE,29.73887,-25.0088,NEIMS 2007,TO BE UPDA,NEBO,DC47,GREATER SEKHUKHUNE DISTRICT MUNICIPALITY,LIM473,MAKHUDUTHAMAGA LOCAL MUNICIPALITY,90302001,0,92009010,MPUDULLE,NOT APPLICABLE,GREATER SEKHUKHUNE,HLOGOTLOU,THE,MANAGER,,KLIPSPRUIT,,KLIPSPRUIT,,MPUDULLE,NEBP,,"KLIPSPRUIT ,,MPUDULLE,NEBP,",PRIVATE BAG X128,NEBO,1059,"PRIVATE BAG X128,NEBO,1059",0132631002,0132622084,0824206606,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,SEKHUKHUNE,RURAL,NOT APPLICABLE,,FALSE,FALSE,TO BE UPDATED,,,,,,,,,332,50,,,,FALSE,,,
