NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,DoE_Status,Sector,Type_DoE,Phase_DoE,Specialisation,OwnerLand,OwnerBuild,ExamNo,New_ExamsNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Dinaledi_Schools,Quids_Up_School,NEIMSEMISN,DEM_CHKS,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
200800863,800863,2,EC,ADELAIDE PRE-SCHOOL,ADELAIDE,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,26.29309,-32.70807,NEIMS 2007,244,ADELAIDE,DC12,AMATOLE DISTRICT MUNICIPALITY,EC128,NXUBA LOCAL MUNICIPALITY,21208001,0,21701000,NONE,NOT APPLICABLE,FORT BEAUFORT,CIRCUIT8,ME.V.S,PROBART,,GREY,STREET, GREY STREET,,LINGELETHU,ADELAIDE,5760," GREY STREET,,LINGELETHU,ADELAIDE,5760",P.O.BOX 208,ADELAIDE,5760,"P.O.BOX 208,ADELAIDE,5760",0466840360,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,EC800863,0,TO BE UPDATED,47,2,,47,,,48,2,FALSE,,,
106005142,0106005142,1,WC,ADOLF HARTMAN PREPRIM.,ADOLF HARTMAN,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.529645,-33.963147,TELKOM 2009,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100049,49,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT1,P,SKADE,33,BLOSSOM,STREET,33 BLOSSOM STREET,,SILVERTOWN,ATHLONE,7735,"33 BLOSSOM STREET,SILVERTOWN,ATHLONE,7735",P.O.BOX 44877,CLAREMONT,7735,"P.O.BOX 44877,CLAREMONT,7735",0216334499,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445202926,45202926,4,FS,ADONIA PRE-SCHOOL,ADONIA,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,26.72325,-29.21826,FSED 2007,358,BOTSHABELO,DC17,MOTHEO DISTRICT MUNICIPALITY,FS172,MANGAUNG LOCAL MUNICIPALITY,41702030,30,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,TO BE UPDATED,K,MOILOA,826,G,SECTION,826 G SECTION,,BOTSHABELO-G,BOTSHABELO,9781,"826 G SECTION,,BOTSHABELO-G,BOTSHABELO,9781",POST OFFICE 9781,BOTSHABELO,9781,"POST OFFICE 9781,BOTSHABELO,9781",0515341025,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45202926,0,TO BE UPDATED,,,,85,61,,84,,FALSE,,,
443611801,43611801,4,FS,AFM LEBONE DAY CARE CENTRE,AFM LEBONE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,27.8502,-26.84147,FSED 2007,329,SASOLBURG,DC20,FEZILE DABI DISTRICT MUNICIPALITY,FS204,METSIMAHOLO LOCAL MUNICIPALITY,42004011,11,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,MM,TSOTETSI,3243,TAYLAR PARK,PARK,3243 TAYLAR PARK PARK,,ZAMDELA,SASOLBURG,9570,"3243 TAYLAR PARK PARK,,ZAMDELA,SASOLBURG,9570",P.O.BOX 815,SASOLBURG,9570,"P.O.BOX 815,SASOLBURG,9570",0169741087,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS43611801,0,TO BE UPDATED,,,,,70,4,56,4,FALSE,,,
300075002,75002,3,NC,AGANANG PRE-SCHOOL,AGANANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC45,KGALAGADI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,KGALAGADI,NOTAPPLICABLE,THE,TO BE UPDATED,,,,,,NO RESPONSE,KURUMAN,8460,"NO RESPONSE,KURUMAN,8460",P.O.BOX 939,KURUMAN,8476,"P.O.BOX 939,KURUMAN,8476",0537741244,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,107,,,,,FALSE,,,
971104502,971104502,9,LP,AGANNANG PRE S,AGANNANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,27.38786,-24.57745,NEIMS 2007,8,THABAZIMBI,DC36,WATERBERG DISTRICT MUNICIPALITY,LIM361,THABAZIMBI LOCAL MUNICIPALITY,93601010,10,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,WATERBERG,TO BE UPDATED,M .L,MOTSHABI,1143,CHRIS HANI,STREET,1143 CHRIS HANI STREET,,REGOROGILE,THABAZIMBI,0380,"1143 CHRIS HANI STREET,REGOROGILE,THABAZIMBI,0380",P.O.BOX 2510,BELA BELA,0380,"P.O.BOX 2510,BELA BELA,0380",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,LP971104502,0,TO BE UPDATED,,,,50,46,,35,,FALSE,,,
445203150,45203150,4,FS,AGAPE,AGAPE,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,9499,9499,POST OFFICE 9499,KROONSTAD,9499,"POST OFFICE 9499,KROONSTAD,9499",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445503317,45503317,4,FS,AGAPE DAYCARE,AGAPE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,27.08374,-28.22142,FSED 2007,364,VENTERSBURG,DC18,LEJWELEPUTSWA DISTRICT MUNICIPALITY,FS184,MATJHABENG LOCAL MUNICIPALITY,41804001,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,LEJWELEPUTSWA,TO BE UPDATED,THE,MANAGER,11,EAST,STREET,11 EAST STREET,MATJHABENG RURAL,MATJHABENG RURAL,MATJHABENG,,"11 EAST STREET,MATJHABENG RURAL,MATJHABENG RURAL,MATJHABENG,",P.O.BOX 88054,BRONVILLE,9460,"P.O.BOX 88054,BRONVILLE,9460",0573941157,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,FS45503317,0,TO BE UPDATED,,,,44,127,2,163,1,FALSE,,,
139007594,0139007594,1,WC,AGAPÈ KLEUTERLAND,AGAPF,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,DC5,CENTRAL KAROO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT10,S,ADOLF,3,HEUWEL,STREET,3 HEUWEL STREET,,RUSTDENE,BEAUFORT WEST,6970,"3 HEUWEL STREET,RUSTDENE,BEAUFORT WEST,6970",P.O.BOX 1125,BEAUFORT-WES,6970,"P.O.BOX 1125,BEAUFORT-WES,6970",0234143406,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,134,3,,57,,,,,FALSE,,,
107008157,107008157,1,WC,AGAPE KLEUTERSKOOL,AGAPE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,OVERBERG,TO BE UPDATED,THE,MANAGER,,,,,,,,,,P.O.BOX  451,GRABOUW,7160,"P.O.BOX  451,GRABOUW,7160",0218595722,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,122,4,FALSE,,,
800034511,800034511,8,MP,AGAPE PRE-SCHOOL,AGAPE,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,29.10939,-25.83799,NEIMS 2007,210,WITBANK,DC31,NKANGALA DISTRICT MUNICIPALITY,MP312,EMALAHLENI LOCAL MUNICIPALITY,83102002,2,TO BE UPDA,TO BE UPDATED,NKANGALA,NOT APPLICABLE,WITBANK2,ZULU,ZULU,,,,,,KWA-GUQA,WITBANK,1039,"KWA-GUQA,WITBANK,1039",P.O.BOX 5146,"EMALAHLENI,WITBANK",1039,"P.O.BOX 5146,EMALAHLENI,WITBANK,1039",0136957020,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,MP800034511,0,TO BE UPDATED,,,,44,43,,139,6,FALSE,,,
300071112,71112,3,NC,AGISANAG COMMUNITY CRECHE,AGISANAG,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC9,FRANCES BAARD DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FRANCES BAARD,NOTAPPLICABLE,THE,TO BE UPDATED,535,GWELE,STREET,535 GWELE STREET,,,,8345,"535 GWELE STREET,,8345",POST OFFICE 8345,MANKURWANE,8345,"POST OFFICE 8345,MANKURWANE,8345",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,46,,,34,,,53,,FALSE,,,
300074049,74049,3,NC,AGISANANG DAY CARE CENTRE,AGISANANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,99,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC8,SIYANDA DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,SIYANDA,NOTAPPLICABLE,THE,TO BE UPDATED,98,,,98  ,NO RESPONSE,GROENWATER,POSTMASBURG,8420,"98  ,NO RESPONSE,GROENWATER,POSTMASBURG,8420",P.O.BOX 1398,POSTMASBURG,8420,"P.O.BOX 1398,POSTMASBURG,8420",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,41,,,,FALSE,,,
445203067,45203067,4,FS,AHA SECHABA,AHA SECHABA,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,9585,9585,P.O.BOX 1126,PARYS,9585,"P.O.BOX 1126,PARYS,9585",0568198192,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,41,,,,,,,,FALSE,,,
445503100,45503100,4,FS,AJ JACOBS PRIMARY,AJ JACOBS,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,,,P.O.BOX 112,SASOLBURG,1947,"P.O.BOX 112,SASOLBURG,1947",0169762000,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,57,2,,,,,,,FALSE,,,
930321684,930321684,9,LP,AKANANI PRE-PRIMARY SCHOOL,AKANANI,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,PUBLIC,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,VHURONGA1,THE,MANAGER,,,,,,,,,,P.O.BOX 743,VUWANI,0952,"P.O.BOX 743,VUWANI,0952",TO BE UPDATED,TO BE UPDA,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,,0,TO BE UPDATED,54,2,,,55,2,64,2,FALSE,,,
445503138,45503138,4,FS,AKKER JAKKER,AKKER JAKKER,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC20,FEZILE DABI DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,FEZILE DABI,40,THE,MANAGER,,,,,,,,,,P.O.BOX 60873,VAALPARK,9573,"P.O.BOX 60873,VAALPARK,9573",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445202923,45202923,4,FS,AKOFANG DAY CARE CENTRE,AKOFANG,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC17,MOTHEO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,40,THE,MANAGER,,,,,,,,9781,9781,POST OFFICE 9781,BOTSHABELO,9781,"POST OFFICE 9781,BOTSHABELO,9781",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
102007373,0102007373,1,WC,AL IZZAH EDUCARE,LAVISTOWN ISLAMIC,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,18.592413,-33.949394,WCED,179,GOODWOOD,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,19100024,24,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE NORTH,CIRCUIT3,S,LEO,,CORNER ANNE AND LARK,ROAD, CORNER ANNE AND LARK ROAD,,BISHOP LAVIS,BELLVILLE,7465," CORNER ANNE AND LARK ROAD,BISHOP LAVIS,BELLVILLE,7465",P.O.BOX 17523,"LAVISTOWN,BISHOP LAVIS",7465,"P.O.BOX 17523,LAVISTOWN,BISHOP LAVIS,7465",0219348212,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,56,,,,,,,,FALSE,,,
123007595,0123007595,1,WC,ALABAMA PRE-PRIM,ALABAMA,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,171,LADISMITH,DC4,EDEN DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT7,ME. A,PLAATJIES,43,MAIN,STREET,43 MAIN STREET,,,ZOAR,6656,"43 MAIN STREET,ZOAR,6656",P.O.BOX 7,ZOAR,6656,"P.O.BOX 7,ZOAR,6656",0285611404,RURAL,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
105008089,0105008089,1,WC,AL-AZHAR EDUCARE,AL-AZHAR,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,64,WYNBERG,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE CENTRAL,CIRCUIT2,MR.S,LUKIE,150,TARENTAAL,ROAD,150 TARENTAAL ROAD,,BRIDGETOWN,ATHLONE,7764,"150 TARENTAAL ROAD,BRIDGETOWN,ATHLONE,7764",POST OFFICE 7764,BRIDGETOWN,7764,"POST OFFICE 7764,BRIDGETOWN,7764",0216991790,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,65,,58,3,40,3,,,FALSE,,,
106007041,0106007041,1,WC,ALBERTINA SISULU PREPRIM.,ALBERTINA SISULU,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,NEBO,CPT,CITY OF CAPE TOWN METROPOLITAN MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,METROPOLE SOUTH,CIRCUIT2,S,PAPIYANA,944,BUHLONGO,,944 BUHLONGO ,,PHILLIPI,MITCHELLS PLAIN,7785,"944 BUHLONGO ,PHILLIPI,MITCHELLS PLAIN,7785",POST OFFICE 7785,PHILIPPI,7785,"POST OFFICE 7785,PHILIPPI,7785",0823976387,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
445203479,45203479,4,FS,ALDRICH DAY CARE,ALDRICH,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC17,MOTHEO DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,MOTHEO,40,THE,MANAGER,,,,,,,,9301,9301,POST OFFICE 9301,BLOEMFONTEIN,9301,"POST OFFICE 9301,BLOEMFONTEIN,9301",0515224984,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
700152660,152660,7,GT,ALEXANDRA MONTESORI (CRECHE),ALEXANDRA,OPEN,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,INDEPENDENT,INDEPENDENT,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,202,BAFOKENG,DC37,BOJANALA DISTRICT MUNICIPALITY,NW373,RUSTENBURG LOCAL MUNICIPALITY,TO BE UPDATED,0,60301000,NONE,NOT APPLICABLE,TO BE UPDATED,NOTAPPLICABLE,THE,MANAGER,,,,,,,,,,P.O.BOX 688,BERGVLEI,2012,"P.O.BOX 688,BERGVLEI,2012",0118821437,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
440101813,40101813,4,FS,ALFA X KINDERSENTRUM,ALFA X KINDER,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY,PUBLIC,TO BE UPDATED,NOT APPLICABLE,,NOT APPLICABLE,,,TO BE UPDATED,TO BE UPDA,TO BE UPDATED,DC19,THABO MOFUTSANYANE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,0,TO BE UPDA,TO BE UPDATED,NOT APPLICABLE,THABO MOFUTSANYANA,40,THE,MANAGER,,,,,,,,,,P.O.BOX 741,BETHLEHEM,9700,"P.O.BOX 741,BETHLEHEM,9700",TO BE UPDATED,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,02-Jan-00,0,FALSE,FALSE,TO BE UPDATED,0,TO BE UPDATED,,,,,,,,,FALSE,,,
